date,product_name,day_of_week,season_encoded,previous_sales,quantity_sold
2025-07-12,Sweetened Condensed Milk,5,2,2449,2599
2025-07-13,Sweetened Condensed Milk,6,2,2599,2757
2025-07-14,Sweetened Condensed Milk,0,2,2757,2990
2025-07-15,Sweetened Condensed Milk,1,2,2990,2922
2025-07-16,Sweetened Condensed Milk,2,2,2922,2689
2025-07-17,Sweetened Condensed Milk,3,2,2689,2497
2025-07-18,Sweetened Condensed Milk,4,2,2497,2411
2025-07-19,Sweetened Condensed Milk,5,2,2411,2568
2025-07-20,Sweetened Condensed Milk,6,2,2568,2490
2025-07-21,Sweetened Condensed Milk,0,2,2490,2324
2025-07-22,Sweetened Condensed Milk,1,2,2324,2389
2025-07-23,Sweetened Condensed Milk,2,2,2389,2441
2025-07-24,Sweetened Condensed Milk,3,2,2441,2664
2025-07-25,Sweetened Condensed Milk,4,2,2664,2557
2025-07-26,Sweetened Condensed Milk,5,2,2557,2371
2025-07-27,Sweetened Condensed Milk,6,2,2371,2382
2025-07-28,Sweetened Condensed Milk,0,2,2382,2607
2025-07-29,Sweetened Condensed Milk,1,2,2607,2607
2025-07-30,Sweetened Condensed Milk,2,2,2607,2492
2025-07-31,Sweetened Condensed Milk,3,2,2492,2614
2025-08-01,Sweetened Condensed Milk,4,2,2614,2788
2025-08-02,Sweetened Condensed Milk,5,2,2788,3096
2025-08-03,Sweetened Condensed Milk,6,2,3096,3089
2025-08-04,Sweetened Condensed Milk,0,2,3089,3190
2025-08-05,Sweetened Condensed Milk,1,2,3190,3388
2025-08-06,Sweetened Condensed Milk,2,2,3388,3686
2025-08-07,Sweetened Condensed Milk,3,2,3686,3596
2025-08-08,Sweetened Condensed Milk,4,2,3596,3288
2025-08-09,Sweetened Condensed Milk,5,2,3288,3600
2025-08-10,Sweetened Condensed Milk,6,2,3600,3582
2025-08-11,Sweetened Condensed Milk,0,2,3582,3658
2025-08-12,Sweetened Condensed Milk,1,2,3658,3428
2025-08-13,Sweetened Condensed Milk,2,2,3428,3329
2025-08-14,Sweetened Condensed Milk,3,2,3329,3053
2025-08-15,Sweetened Condensed Milk,4,2,3053,2812
2025-08-16,Sweetened Condensed Milk,5,2,2812,2637
2025-08-17,Sweetened Condensed Milk,6,2,2637,2836
2025-08-18,Sweetened Condensed Milk,0,2,2836,2752
2025-08-19,Sweetened Condensed Milk,1,2,2752,2620
2025-08-20,Sweetened Condensed Milk,2,2,2620,2828
2025-08-21,Sweetened Condensed Milk,3,2,2828,2755
2025-08-22,Sweetened Condensed Milk,4,2,2755,2785
2025-08-23,Sweetened Condensed Milk,5,2,2785,2722
2025-08-24,Sweetened Condensed Milk,6,2,2722,2906
2025-08-25,Sweetened Condensed Milk,0,2,2906,2857
2025-08-26,Sweetened Condensed Milk,1,2,2857,2895
2025-08-27,Sweetened Condensed Milk,2,2,2895,3007
2025-08-28,Sweetened Condensed Milk,3,2,3007,2944
2025-08-29,Sweetened Condensed Milk,4,2,2944,2959
2025-08-30,Sweetened Condensed Milk,5,2,2959,3040
2025-08-31,Sweetened Condensed Milk,6,2,3040,3123
2025-09-01,Sweetened Condensed Milk,0,3,3123,3291
2025-09-02,Sweetened Condensed Milk,1,3,3291,3063
2025-09-03,Sweetened Condensed Milk,2,3,3063,3224
2025-09-04,Sweetened Condensed Milk,3,3,3224,3340
2025-09-05,Sweetened Condensed Milk,4,3,3340,3285
2025-09-06,Sweetened Condensed Milk,5,3,3285,3202
2025-09-07,Sweetened Condensed Milk,6,3,3202,2918
2025-09-08,Sweetened Condensed Milk,0,3,2918,2959
2025-09-09,Sweetened Condensed Milk,1,3,2959,2809
2025-09-10,Sweetened Condensed Milk,2,3,2809,2884
2025-09-11,Sweetened Condensed Milk,3,3,2884,3000
2025-09-12,Sweetened Condensed Milk,4,3,3000,3213
2025-09-13,Sweetened Condensed Milk,5,3,3213,3063
2025-09-14,Sweetened Condensed Milk,6,3,3063,3151
2025-09-15,Sweetened Condensed Milk,0,3,3151,3298
2025-09-16,Sweetened Condensed Milk,1,3,3298,3311
2025-09-17,Sweetened Condensed Milk,2,3,3311,3169
2025-09-18,Sweetened Condensed Milk,3,3,3169,3214
2025-09-19,Sweetened Condensed Milk,4,3,3214,3426
2025-09-20,Sweetened Condensed Milk,5,3,3426,3778
2025-09-21,Sweetened Condensed Milk,6,3,3778,3636
2025-09-22,Sweetened Condensed Milk,0,3,3636,3870
2025-09-23,Sweetened Condensed Milk,1,3,3870,4054
2025-09-24,Sweetened Condensed Milk,2,3,4054,4371
2025-09-25,Sweetened Condensed Milk,3,3,4371,4135
2025-09-26,Sweetened Condensed Milk,4,3,4135,4195
2025-09-27,Sweetened Condensed Milk,5,3,4195,4486
2025-09-28,Sweetened Condensed Milk,6,3,4486,4767
2025-09-29,Sweetened Condensed Milk,0,3,4767,5059
2025-09-30,Sweetened Condensed Milk,1,3,5059,4915
2025-10-01,Sweetened Condensed Milk,2,3,4915,4638
2025-10-02,Sweetened Condensed Milk,3,3,4638,4991
2025-10-03,Sweetened Condensed Milk,4,3,4991,5301
2025-10-04,Sweetened Condensed Milk,5,3,5301,4854
2025-10-05,Sweetened Condensed Milk,6,3,4854,4702
2025-10-06,Sweetened Condensed Milk,0,3,4702,5057
2025-10-07,Sweetened Condensed Milk,1,3,5057,5441
2025-10-08,Sweetened Condensed Milk,2,3,5441,5601
2025-10-09,Sweetened Condensed Milk,3,3,5601,5399
2025-10-10,Sweetened Condensed Milk,4,3,5399,5197
2025-10-11,Sweetened Condensed Milk,5,3,5197,5568
2025-10-12,Sweetened Condensed Milk,6,3,5568,5215
2025-10-13,Sweetened Condensed Milk,0,3,5215,4733
2025-10-14,Sweetened Condensed Milk,1,3,4733,4410
2025-10-15,Sweetened Condensed Milk,2,3,4410,4142
2025-10-16,Sweetened Condensed Milk,3,3,4142,4148
2025-10-17,Sweetened Condensed Milk,4,3,4148,4337
2025-10-18,Sweetened Condensed Milk,5,3,4337,4079
2025-10-19,Sweetened Condensed Milk,6,3,4079,4333
2025-10-20,Sweetened Condensed Milk,0,3,4333,4004
2025-10-21,Sweetened Condensed Milk,1,3,4004,3637
2025-10-22,Sweetened Condensed Milk,2,3,3637,3622
2025-10-23,Sweetened Condensed Milk,3,3,3622,3846
2025-10-24,Sweetened Condensed Milk,4,3,3846,3538
2025-10-25,Sweetened Condensed Milk,5,3,3538,3800
2025-10-26,Sweetened Condensed Milk,6,3,3800,3942
2025-10-27,Sweetened Condensed Milk,0,3,3942,3615
2025-10-28,Sweetened Condensed Milk,1,3,3615,3663
2025-10-29,Sweetened Condensed Milk,2,3,3663,3758
2025-10-30,Sweetened Condensed Milk,3,3,3758,3403
2025-10-31,Sweetened Condensed Milk,4,3,3403,3696
2025-11-01,Sweetened Condensed Milk,5,3,3696,3547
2025-11-02,Sweetened Condensed Milk,6,3,3547,3246
2025-11-03,Sweetened Condensed Milk,0,3,3246,3144
2025-11-04,Sweetened Condensed Milk,1,3,3144,3386
2025-11-05,Sweetened Condensed Milk,2,3,3386,3337
2025-11-06,Sweetened Condensed Milk,3,3,3337,3459
2025-11-07,Sweetened Condensed Milk,4,3,3459,3649
2025-11-08,Sweetened Condensed Milk,5,3,3649,3837
2025-11-09,Sweetened Condensed Milk,6,3,3837,3552
2025-11-10,Sweetened Condensed Milk,0,3,3552,3804
2025-11-11,Sweetened Condensed Milk,1,3,3804,3590
2025-11-12,Sweetened Condensed Milk,2,3,3590,3281
2025-11-13,Sweetened Condensed Milk,3,3,3281,3579
2025-11-14,Sweetened Condensed Milk,4,3,3579,3705
2025-11-15,Sweetened Condensed Milk,5,3,3705,3485
2025-11-16,Sweetened Condensed Milk,6,3,3485,3352
2025-11-17,Sweetened Condensed Milk,0,3,3352,3130
2025-11-18,Sweetened Condensed Milk,1,3,3130,2977
2025-11-19,Sweetened Condensed Milk,2,3,2977,3167
2025-11-20,Sweetened Condensed Milk,3,3,3167,3420
2025-11-21,Sweetened Condensed Milk,4,3,3420,3156
2025-11-22,Sweetened Condensed Milk,5,3,3156,3203
2025-11-23,Sweetened Condensed Milk,6,3,3203,2952
2025-11-24,Sweetened Condensed Milk,0,3,2952,2975
2025-11-25,Sweetened Condensed Milk,1,3,2975,2947
2025-11-26,Sweetened Condensed Milk,2,3,2947,3165
2025-11-27,Sweetened Condensed Milk,3,3,3165,2887
2025-11-28,Sweetened Condensed Milk,4,3,2887,2758
2025-11-29,Sweetened Condensed Milk,5,3,2758,2924
2025-11-30,Sweetened Condensed Milk,6,3,2924,3187
2025-12-01,Sweetened Condensed Milk,0,0,3187,3037
2025-12-02,Sweetened Condensed Milk,1,0,3037,3203
2025-12-03,Sweetened Condensed Milk,2,0,3203,3354
2025-12-04,Sweetened Condensed Milk,3,0,3354,3220
2025-12-05,Sweetened Condensed Milk,4,0,3220,3194
2025-12-06,Sweetened Condensed Milk,5,0,3194,3370
2025-12-07,Sweetened Condensed Milk,6,0,3370,3152
2025-12-08,Sweetened Condensed Milk,0,0,3152,3242
2025-12-09,Sweetened Condensed Milk,1,0,3242,3355
2025-12-10,Sweetened Condensed Milk,2,0,3355,3196
2025-12-11,Sweetened Condensed Milk,3,0,3196,3276
2025-12-12,Sweetened Condensed Milk,4,0,3276,3167
2025-12-13,Sweetened Condensed Milk,5,0,3167,3019
2025-12-14,Sweetened Condensed Milk,6,0,3019,2803
2025-12-15,Sweetened Condensed Milk,0,0,2803,2674
2025-12-16,Sweetened Condensed Milk,1,0,2674,2896
2025-12-17,Sweetened Condensed Milk,2,0,2896,2854
2025-12-18,Sweetened Condensed Milk,3,0,2854,2899
2025-12-19,Sweetened Condensed Milk,4,0,2899,2794
2025-12-20,Sweetened Condensed Milk,5,0,2794,2563
2025-12-21,Sweetened Condensed Milk,6,0,2563,2550
2025-12-22,Sweetened Condensed Milk,0,0,2550,2742
2025-12-23,Sweetened Condensed Milk,1,0,2742,2609
2025-12-24,Sweetened Condensed Milk,2,0,2609,2768
2025-12-25,Sweetened Condensed Milk,3,0,2768,2867
2025-12-26,Sweetened Condensed Milk,4,0,2867,2896
2025-12-27,Sweetened Condensed Milk,5,0,2896,2786
2025-12-28,Sweetened Condensed Milk,6,0,2786,2593
2025-12-29,Sweetened Condensed Milk,0,0,2593,2771
2025-12-30,Sweetened Condensed Milk,1,0,2771,2878
2025-12-31,Sweetened Condensed Milk,2,0,2878,2729
2026-01-01,Sweetened Condensed Milk,3,0,2729,2822
2026-01-02,Sweetened Condensed Milk,4,0,2822,2685
2026-01-03,Sweetened Condensed Milk,5,0,2685,2705
2026-01-04,Sweetened Condensed Milk,6,0,2705,2638
2026-01-05,Sweetened Condensed Milk,0,0,2638,2516
2026-01-06,Sweetened Condensed Milk,1,0,2516,2276
2026-01-07,Sweetened Condensed Milk,2,0,2276,2346
2026-01-08,Sweetened Condensed Milk,3,0,2346,2348
2026-01-09,Sweetened Condensed Milk,4,0,2348,2395
2026-01-10,Sweetened Condensed Milk,5,0,2395,2288
2026-01-11,Sweetened Condensed Milk,6,0,2288,2263
2026-01-12,Sweetened Condensed Milk,0,0,2263,2119
2026-01-13,Sweetened Condensed Milk,1,0,2119,2102
2026-01-14,Sweetened Condensed Milk,2,0,2102,1945
2026-01-15,Sweetened Condensed Milk,3,0,1945,2077
2026-01-16,Sweetened Condensed Milk,4,0,2077,1958
2026-01-17,Sweetened Condensed Milk,5,0,1958,1984
2026-01-18,Sweetened Condensed Milk,6,0,1984,2066
2026-01-19,Sweetened Condensed Milk,0,0,2066,2252
2026-01-20,Sweetened Condensed Milk,1,0,2252,2466
2026-01-21,Sweetened Condensed Milk,2,0,2466,2229
2026-01-22,Sweetened Condensed Milk,3,0,2229,2280
2026-01-23,Sweetened Condensed Milk,4,0,2280,2332
2026-01-24,Sweetened Condensed Milk,5,0,2332,2373
2026-01-25,Sweetened Condensed Milk,6,0,2373,2602
2026-01-26,Sweetened Condensed Milk,0,0,2602,2737
2026-01-27,Sweetened Condensed Milk,1,0,2737,2524
2026-01-28,Sweetened Condensed Milk,2,0,2524,2390
2026-01-29,Sweetened Condensed Milk,3,0,2390,2358
2026-01-30,Sweetened Condensed Milk,4,0,2358,2147
2026-01-31,Sweetened Condensed Milk,5,0,2147,2305
2026-02-01,Sweetened Condensed Milk,6,0,2305,2392
2026-02-02,Sweetened Condensed Milk,0,0,2392,2503
2026-02-03,Sweetened Condensed Milk,1,0,2503,2361
2026-02-04,Sweetened Condensed Milk,2,0,2361,2472
2026-02-05,Sweetened Condensed Milk,3,0,2472,2457
2026-02-06,Sweetened Condensed Milk,4,0,2457,2691
2026-02-07,Sweetened Condensed Milk,5,0,2691,2756
2026-02-08,Sweetened Condensed Milk,6,0,2756,2581
2026-02-09,Sweetened Condensed Milk,0,0,2581,2605
2026-02-10,Sweetened Condensed Milk,1,0,2605,2808
2026-02-11,Sweetened Condensed Milk,2,0,2808,2654
2026-02-12,Sweetened Condensed Milk,3,0,2654,2711
2026-02-13,Sweetened Condensed Milk,4,0,2711,2657
2026-02-14,Sweetened Condensed Milk,5,0,2657,2877
2026-02-15,Sweetened Condensed Milk,6,0,2877,3009
2026-02-16,Sweetened Condensed Milk,0,0,3009,3100
2026-02-17,Sweetened Condensed Milk,1,0,3100,3206
2026-02-18,Sweetened Condensed Milk,2,0,3206,2902
2026-02-19,Sweetened Condensed Milk,3,0,2902,3145
2026-02-20,Sweetened Condensed Milk,4,0,3145,3004
2026-02-21,Sweetened Condensed Milk,5,0,3004,2736
2026-02-22,Sweetened Condensed Milk,6,0,2736,2494
2026-02-23,Sweetened Condensed Milk,0,0,2494,2576
2026-02-24,Sweetened Condensed Milk,1,0,2576,2799
2026-02-25,Sweetened Condensed Milk,2,0,2799,2783
2026-02-26,Sweetened Condensed Milk,3,0,2783,2674
2026-02-27,Sweetened Condensed Milk,4,0,2674,2531
2026-02-28,Sweetened Condensed Milk,5,0,2531,2749
2026-03-01,Sweetened Condensed Milk,6,1,2749,3020
2026-03-02,Sweetened Condensed Milk,0,1,3020,3053
2026-03-03,Sweetened Condensed Milk,1,1,3053,2791
2026-03-04,Sweetened Condensed Milk,2,1,2791,2682
2026-03-05,Sweetened Condensed Milk,3,1,2682,2911
2026-03-06,Sweetened Condensed Milk,4,1,2911,2948
2026-03-07,Sweetened Condensed Milk,5,1,2948,3242
2026-03-08,Sweetened Condensed Milk,6,1,3242,3338
2026-03-09,Sweetened Condensed Milk,0,1,3338,3206
2026-03-10,Sweetened Condensed Milk,1,1,3206,2995
2026-03-11,Sweetened Condensed Milk,2,1,2995,2714
2026-03-12,Sweetened Condensed Milk,3,1,2714,2965
2026-03-13,Sweetened Condensed Milk,4,1,2965,3235
2026-03-14,Sweetened Condensed Milk,5,1,3235,3490
2026-03-15,Sweetened Condensed Milk,6,1,3490,3332
2025-03-16,Milk Powder,6,1,63,85
2025-03-17,Milk Powder,0,1,85,87
2025-03-18,Milk Powder,1,1,87,92
2025-03-19,Milk Powder,2,1,92,91
2025-03-20,Milk Powder,3,1,91,98
2025-03-21,Milk Powder,4,1,98,90
2025-03-22,Milk Powder,5,1,90,108
2025-03-23,Milk Powder,6,1,108,115
2025-03-24,Milk Powder,0,1,115,125
2025-03-25,Milk Powder,1,1,125,115
2025-03-26,Milk Powder,2,1,115,110
2025-03-27,Milk Powder,3,1,110,117
2025-03-28,Milk Powder,4,1,117,113
2025-03-29,Milk Powder,5,1,113,123
2025-03-30,Milk Powder,6,1,123,136
2025-03-31,Milk Powder,0,1,136,147
2025-04-01,Milk Powder,1,1,147,147
2025-04-02,Milk Powder,2,1,147,149
2025-04-03,Milk Powder,3,1,149,146
2025-04-04,Milk Powder,4,1,146,151
2025-04-05,Milk Powder,5,1,151,186
2025-04-06,Milk Powder,6,1,186,201
2025-04-07,Milk Powder,0,1,201,205
2025-04-08,Milk Powder,1,1,205,218
2025-04-09,Milk Powder,2,1,218,202
2025-04-10,Milk Powder,3,1,202,188
2025-04-11,Milk Powder,4,1,188,200
2025-04-12,Milk Powder,5,1,200,222
2025-04-13,Milk Powder,6,1,222,252
2025-04-14,Milk Powder,0,1,252,233
2025-04-15,Milk Powder,1,1,233,243
2025-04-16,Milk Powder,2,1,243,239
2025-04-17,Milk Powder,3,1,239,253
2025-04-18,Milk Powder,4,1,253,233
2025-04-19,Milk Powder,5,1,233,268
2025-04-20,Milk Powder,6,1,268,278
2025-04-21,Milk Powder,0,1,278,266
2025-04-22,Milk Powder,1,1,266,242
2025-04-23,Milk Powder,2,1,242,235
2025-04-24,Milk Powder,3,1,235,213
2025-04-25,Milk Powder,4,1,213,209
2025-04-26,Milk Powder,5,1,209,235
2025-04-27,Milk Powder,6,1,235,279
2025-04-28,Milk Powder,0,1,279,265
2025-04-29,Milk Powder,1,1,265,272
2025-04-30,Milk Powder,2,1,272,285
2025-05-01,Milk Powder,3,1,285,290
2025-05-02,Milk Powder,4,1,290,277
2025-05-03,Milk Powder,5,1,277,307
2025-05-04,Milk Powder,6,1,307,306
2025-05-05,Milk Powder,0,1,306,284
2025-05-06,Milk Powder,1,1,284,268
2025-05-07,Milk Powder,2,1,268,291
2025-05-08,Milk Powder,3,1,291,301
2025-05-09,Milk Powder,4,1,301,299
2025-05-10,Milk Powder,5,1,299,311
2025-05-11,Milk Powder,6,1,311,345
2025-05-12,Milk Powder,0,1,345,316
2025-05-13,Milk Powder,1,1,316,304
2025-05-14,Milk Powder,2,1,304,299
2025-05-15,Milk Powder,3,1,299,313
2025-05-16,Milk Powder,4,1,313,339
2025-05-17,Milk Powder,5,1,339,379
2025-05-18,Milk Powder,6,1,379,429
2025-05-19,Milk Powder,0,1,429,431
2025-05-20,Milk Powder,1,1,431,468
2025-05-21,Milk Powder,2,1,468,472
2025-05-22,Milk Powder,3,1,472,438
2025-05-23,Milk Powder,4,1,438,413
2025-05-24,Milk Powder,5,1,413,403
2025-05-25,Milk Powder,6,1,403,447
2025-05-26,Milk Powder,0,1,447,420
2025-05-27,Milk Powder,1,1,420,382
2025-05-28,Milk Powder,2,1,382,417
2025-05-29,Milk Powder,3,1,417,448
2025-05-30,Milk Powder,4,1,448,417
2025-05-31,Milk Powder,5,1,417,389
2025-06-01,Milk Powder,6,2,389,418
2025-06-02,Milk Powder,0,2,418,440
2025-06-03,Milk Powder,1,2,440,520
2025-06-04,Milk Powder,2,2,520,571
2025-06-05,Milk Powder,3,2,571,623
2025-06-06,Milk Powder,4,2,623,609
2025-06-07,Milk Powder,5,2,609,710
2025-06-08,Milk Powder,6,2,710,844
2025-06-09,Milk Powder,0,2,844,850
2025-06-10,Milk Powder,1,2,850,798
2025-06-11,Milk Powder,2,2,798,781
2025-06-12,Milk Powder,3,2,781,758
2025-06-13,Milk Powder,4,2,758,757
2025-06-14,Milk Powder,5,2,757,767
2025-06-15,Milk Powder,6,2,767,773
2025-06-16,Milk Powder,0,2,773,890
2025-06-17,Milk Powder,1,2,890,887
2025-06-18,Milk Powder,2,2,887,896
2025-06-19,Milk Powder,3,2,896,934
2025-06-20,Milk Powder,4,2,934,916
2025-06-21,Milk Powder,5,2,916,1009
2025-06-22,Milk Powder,6,2,1009,1158
2025-06-23,Milk Powder,0,2,1158,1120
2025-06-24,Milk Powder,1,2,1120,1109
2025-06-25,Milk Powder,2,2,1109,1079
2025-06-26,Milk Powder,3,2,1079,1083
2025-06-27,Milk Powder,4,2,1083,1029
2025-06-28,Milk Powder,5,2,1029,985
2025-06-29,Milk Powder,6,2,985,1003
2025-06-30,Milk Powder,0,2,1003,1018
2025-07-01,Milk Powder,1,2,1018,1034
2025-07-02,Milk Powder,2,2,1034,1154
2025-07-03,Milk Powder,3,2,1154,1241
2025-07-04,Milk Powder,4,2,1241,1374
2025-07-05,Milk Powder,5,2,1374,1480
2025-07-06,Milk Powder,6,2,1480,1695
2025-07-07,Milk Powder,0,2,1695,1802
2025-07-08,Milk Powder,1,2,1802,1792
2025-07-09,Milk Powder,2,2,1792,1754
2025-07-10,Milk Powder,3,2,1754,1615
2025-07-11,Milk Powder,4,2,1615,1618
2025-07-12,Milk Powder,5,2,1618,1790
2025-07-13,Milk Powder,6,2,1790,1687
2025-07-14,Milk Powder,0,2,1687,1728
2025-07-15,Milk Powder,1,2,1728,1815
2025-07-16,Milk Powder,2,2,1815,1821
2025-07-17,Milk Powder,3,2,1821,2027
2025-07-18,Milk Powder,4,2,2027,1923
2025-07-19,Milk Powder,5,2,1923,1987
2025-07-20,Milk Powder,6,2,1987,2175
2025-07-21,Milk Powder,0,2,2175,2240
2025-07-22,Milk Powder,1,2,2240,2314
2025-07-23,Milk Powder,2,2,2314,2572
2025-07-24,Milk Powder,3,2,2572,2391
2025-07-25,Milk Powder,4,2,2391,2633
2025-07-26,Milk Powder,5,2,2633,2636
2025-07-27,Milk Powder,6,2,2636,2691
2025-07-28,Milk Powder,0,2,2691,2613
2025-07-29,Milk Powder,1,2,2613,2639
2025-07-30,Milk Powder,2,2,2639,2461
2025-07-31,Milk Powder,3,2,2461,2737
2025-08-01,Milk Powder,4,2,2737,2789
2025-08-02,Milk Powder,5,2,2789,2888
2025-08-03,Milk Powder,6,2,2888,2838
2025-08-04,Milk Powder,0,2,2838,2629
2025-08-05,Milk Powder,1,2,2629,2691
2025-08-06,Milk Powder,2,2,2691,2804
2025-08-07,Milk Powder,3,2,2804,2753
2025-08-08,Milk Powder,4,2,2753,2588
2025-08-09,Milk Powder,5,2,2588,2621
2025-08-10,Milk Powder,6,2,2621,2841
2025-08-11,Milk Powder,0,2,2841,2905
2025-08-12,Milk Powder,1,2,2905,2973
2025-08-13,Milk Powder,2,2,2973,3119
2025-08-14,Milk Powder,3,2,3119,2869
2025-08-15,Milk Powder,4,2,2869,2737
2025-08-16,Milk Powder,5,2,2737,2993
2025-08-17,Milk Powder,6,2,2993,3066
2025-08-18,Milk Powder,0,2,3066,3385
2025-08-19,Milk Powder,1,2,3385,3336
2025-08-20,Milk Powder,2,2,3336,3319
2025-08-21,Milk Powder,3,2,3319,3393
2025-08-22,Milk Powder,4,2,3393,3328
2025-08-23,Milk Powder,5,2,3328,3136
2025-08-24,Milk Powder,6,2,3136,3394
2025-08-25,Milk Powder,0,2,3394,3170
2025-08-26,Milk Powder,1,2,3170,3226
2025-08-27,Milk Powder,2,2,3226,3185
2025-08-28,Milk Powder,3,2,3185,3438
2025-08-29,Milk Powder,4,2,3438,3289
2025-08-30,Milk Powder,5,2,3289,3048
2025-08-31,Milk Powder,6,2,3048,2846
2025-09-01,Milk Powder,0,3,2846,2990
2025-09-02,Milk Powder,1,3,2990,3055
2025-09-03,Milk Powder,2,3,3055,3196
2025-09-04,Milk Powder,3,3,3196,3148
2025-09-05,Milk Powder,4,3,3148,2925
2025-09-06,Milk Powder,5,3,2925,2969
2025-09-07,Milk Powder,6,3,2969,3008
2025-09-08,Milk Powder,0,3,3008,2766
2025-09-09,Milk Powder,1,3,2766,2624
2025-09-10,Milk Powder,2,3,2624,2555
2025-09-11,Milk Powder,3,3,2555,2710
2025-09-12,Milk Powder,4,3,2710,2531
2025-09-13,Milk Powder,5,3,2531,2698
2025-09-14,Milk Powder,6,3,2698,2864
2025-09-15,Milk Powder,0,3,2864,2686
2025-09-16,Milk Powder,1,3,2686,2708
2025-09-17,Milk Powder,2,3,2708,2464
2025-09-18,Milk Powder,3,3,2464,2603
2025-09-19,Milk Powder,4,3,2603,2624
2025-09-20,Milk Powder,5,3,2624,2786
2025-09-21,Milk Powder,6,3,2786,3079
2025-09-22,Milk Powder,0,3,3079,2939
2025-09-23,Milk Powder,1,3,2939,2734
2025-09-24,Milk Powder,2,3,2734,2650
2025-09-25,Milk Powder,3,3,2650,2874
2025-09-26,Milk Powder,4,3,2874,2830
2025-09-27,Milk Powder,5,3,2830,2574
2025-09-28,Milk Powder,6,3,2574,2452
2025-09-29,Milk Powder,0,3,2452,2520
2025-09-30,Milk Powder,1,3,2520,2565
2025-10-01,Milk Powder,2,3,2565,2575
2025-10-02,Milk Powder,3,3,2575,2572
2025-10-03,Milk Powder,4,3,2572,2642
2025-10-04,Milk Powder,5,3,2642,2926
2025-10-05,Milk Powder,6,3,2926,3020
2025-10-06,Milk Powder,0,3,3020,2868
2025-10-07,Milk Powder,1,3,2868,2726
2025-10-08,Milk Powder,2,3,2726,2697
2025-10-09,Milk Powder,3,3,2697,2869
2025-10-10,Milk Powder,4,3,2869,2593
2025-10-11,Milk Powder,5,3,2593,2634
2025-10-12,Milk Powder,6,3,2634,2831
2025-10-13,Milk Powder,0,3,2831,2861
2025-10-14,Milk Powder,1,3,2861,2808
2025-10-15,Milk Powder,2,3,2808,2584
2025-10-16,Milk Powder,3,3,2584,2717
2025-10-17,Milk Powder,4,3,2717,2558
2025-10-18,Milk Powder,5,3,2558,2526
2025-10-19,Milk Powder,6,3,2526,2450
2025-10-20,Milk Powder,0,3,2450,2323
2025-10-21,Milk Powder,1,3,2323,2099
2025-10-22,Milk Powder,2,3,2099,1897
2025-10-23,Milk Powder,3,3,1897,1835
2025-10-24,Milk Powder,4,3,1835,1904
2025-10-25,Milk Powder,5,3,1904,2099
2025-10-26,Milk Powder,6,3,2099,2108
2025-10-27,Milk Powder,0,3,2108,2135
2025-10-28,Milk Powder,1,3,2135,2244
2025-10-29,Milk Powder,2,3,2244,2263
2025-10-30,Milk Powder,3,3,2263,2191
2025-10-31,Milk Powder,4,3,2191,2030
2025-11-01,Milk Powder,5,3,2030,2223
2025-11-02,Milk Powder,6,3,2223,2214
2025-11-03,Milk Powder,0,3,2214,2127
2025-11-04,Milk Powder,1,3,2127,2092
2025-11-05,Milk Powder,2,3,2092,2067
2025-11-06,Milk Powder,3,3,2067,1976
2025-11-07,Milk Powder,4,3,1976,1923
2025-11-08,Milk Powder,5,3,1923,1823
2025-11-09,Milk Powder,6,3,1823,1890
2025-11-10,Milk Powder,0,3,1890,2074
2025-11-11,Milk Powder,1,3,2074,2262
2025-11-12,Milk Powder,2,3,2262,2357
2025-11-13,Milk Powder,3,3,2357,2529
2025-11-14,Milk Powder,4,3,2529,2453
2025-11-15,Milk Powder,5,3,2453,2432
2025-11-16,Milk Powder,6,3,2432,2307
2025-11-17,Milk Powder,0,3,2307,2283
2025-11-18,Milk Powder,1,3,2283,2394
2025-11-19,Milk Powder,2,3,2394,2353
2025-11-20,Milk Powder,3,3,2353,2572
2025-11-21,Milk Powder,4,3,2572,2547
2025-11-22,Milk Powder,5,3,2547,2628
2025-11-23,Milk Powder,6,3,2628,2414
2025-11-24,Milk Powder,0,3,2414,2316
2025-11-25,Milk Powder,1,3,2316,2395
2025-11-26,Milk Powder,2,3,2395,2314
2025-11-27,Milk Powder,3,3,2314,2535
2025-11-28,Milk Powder,4,3,2535,2484
2025-11-29,Milk Powder,5,3,2484,2505
2025-11-30,Milk Powder,6,3,2505,2278
2025-12-01,Milk Powder,0,0,2278,2456
2025-12-02,Milk Powder,1,0,2456,2685
2025-12-03,Milk Powder,2,0,2685,2807
2025-12-04,Milk Powder,3,0,2807,2993
2025-12-05,Milk Powder,4,0,2993,3025
2025-12-06,Milk Powder,5,0,3025,2865
2025-12-07,Milk Powder,6,0,2865,2824
2025-12-08,Milk Powder,0,0,2824,3009
2025-12-09,Milk Powder,1,0,3009,3169
2025-12-10,Milk Powder,2,0,3169,3184
2025-12-11,Milk Powder,3,0,3184,3352
2025-12-12,Milk Powder,4,0,3352,3423
2025-12-13,Milk Powder,5,0,3423,3364
2025-12-14,Milk Powder,6,0,3364,3514
2025-12-15,Milk Powder,0,0,3514,3257
2025-12-16,Milk Powder,1,0,3257,3430
2025-12-17,Milk Powder,2,0,3430,3170
2025-12-18,Milk Powder,3,0,3170,2972
2025-12-19,Milk Powder,4,0,2972,3075
2025-12-20,Milk Powder,5,0,3075,3192
2025-12-21,Milk Powder,6,0,3192,2924
